x,Japanese,Mediterranean,Thai,Hungarian,Spanish
1,2055.4999916667084,421.49999166670835,317.49999166670835,107.49999166670834,291.49999166670835
2,2055.999933334667,421.99993333466665,317.99993333466665,107.99993333466665,291.99993333466665
3,2056.4997750101247,422.4997750101248,318.4997750101248,108.49977501012478,292.4997750101248
4,2056.9994667093315,422.9994667093317,318.9994667093317,108.99946670933171,292.9994667093317
5,2057.498958463534,423.49895846353394,319.49895846353394,109.49895846353391,293.49895846353394
6,2057.998200323972,423.99820032397224,319.99820032397224,109.99820032397223,293.99820032397224
7,2058.4971423668767,424.49714236687663,320.49714236687663,110.49714236687664,294.49714236687663
8,2058.995734698459,424.99573469845865,320.99573469845865,110.99573469845863,294.99573469845865
9,2059.4939274599005,425.49392745990053,321.49392745990053,111.49392745990055,295.49392745990053
10,2059.9916708323412,425.9916708323414,321.9916708323414,111.99167083234141,295.9916708323414
11,2060.488915041859,426.4889150418587,322.4889150418587,112.48891504185875,296.4889150418587
12,2060.985610364446,426.98561036444596,322.98561036444596,112.98561036444596,296.98561036444596
13,2061.481707130985,427.4817071309847,323.4817071309847,113.48170713098474,297.4817071309847
14,2061.977155732212,427.9771557322118,323.9771557322118,113.97715573221183,297.9771557322118
15,2062.47190662368,428.47190662367996,324.47190662367996,114.47190662367996,298.47190662367996
16,2062.965910330712,428.9659103307123,324.9659103307123,114.9659103307123,298.9659103307123
17,2063.45911745335,429.4591174533498,325.4591174533498,115.4591174533498,299.4591174533498
18,2063.951478671291,429.9514786712912,325.9514786712912,115.95147867129121,299.9514786712912
19,2064.442944748825,430.442944748825,326.442944748825,116.44294474882503,300.442944748825
20,2064.933466539753,430.93346653975306,326.93346653975306,116.93346653975306,300.93346653975306
21,2065.422994992305,431.42299499230495,327.42299499230495,117.42299499230498,301.42299499230495
22,2065.9114811540435,431.9114811540435,327.9114811540435,117.91148115404347,301.9114811540435
23,2066.3988761767596,432.3988761767594,328.3988761767594,118.39887617675942,302.3988761767594
24,2066.8851313213568,432.8851313213567,328.8851313213567,118.88513132135672,302.8851313213567
25,2067.3701979627263,433.37019796272614,329.37019796272614,119.37019796272615,303.37019796272614
26,2067.854027594608,433.85402759460777,329.85402759460777,119.85402759460776,303.85402759460777
27,2068.3365718344417,434.33657183444154,330.33657183444154,120.33657183444156,304.33657183444154
28,2068.8177824282056,434.8177824282057,330.8177824282057,120.81778242820569,304.8177824282057
29,2069.297611255242,435.2976112552418,331.2976112552418,121.29761125524178,305.2976112552418
30,2069.776010333067,435.776010333067,331.776010333067,121.77601033306698,305.776010333067
31,2070.2529318221723,436.2529318221722,332.2529318221722,122.25293182217217,306.2529318221722
32,2070.728328030806,436.72832803080587,332.72832803080587,122.72832803080588,306.72832803080587
33,2071.2021514197436,437.2021514197434,333.2021514197434,123.20215141974342,307.2021514197434
34,2071.6743546070406,437.6743546070407,333.6743546070407,123.67435460704073,307.6743546070407
35,2072.1448903727724,438.1448903727726,334.1448903727726,124.14489037277257,308.1448903727726
36,2072.6137116637547,438.6137116637545,334.6137116637545,124.6137116637545,308.6137116637545
37,2073.0807715982482,439.0807715982481,335.0807715982481,125.0807715982481,309.0807715982481
38,2073.5460234706493,439.5460234706491,335.5460234706491,125.54602347064913,309.5460234706491
39,2074.009420756158,440.0094207561581,336.0094207561581,126.00942075615808,310.0094207561581
40,2074.4709171154327,440.47091711543254,336.47091711543254,126.47091711543253,310.47091711543254
41,2074.930466399221,440.93046639922113,336.93046639922113,126.93046639922115,310.93046639922113
42,2075.3880226529786,441.3880226529785,337.3880226529785,127.3880226529785,311.3880226529785
43,2075.8435401214606,441.84354012146053,337.84354012146053,127.84354012146053,311.84354012146053
44,2076.2969732533,442.2969732533,338.2969732533,128.2969732533,312.2969732533
45,2076.7482767055617,442.7482767055615,338.7482767055615,128.74827670556152,312.7482767055615
46,2077.197405348276,443.197405348276,339.197405348276,129.197405348276,313.197405348276
47,2077.6443142689536,443.6443142689534,339.6443142689534,129.64431426895342,313.6443142689534
48,2078.0889587770744,444.08895877707414,340.08895877707414,130.08895877707414,314.08895877707414
49,2078.531294408558,444.5312944085579,340.5312944085579,130.5312944085579,314.5312944085579
50,2078.97127693021,444.97127693021014,340.97127693021014,130.97127693021014,314.97127693021014
51,2079.4088623441453,445.40886234414535,341.40886234414535,131.40886234414538,315.40886234414535
52,2079.844006892187,445.8440068921868,341.8440068921868,131.84400689218683,315.8440068921868
53,2080.2766670602423,446.27666706024235,342.27666706024235,132.27666706024235,316.27666706024235
54,2080.7067995826555,446.70679958265566,342.70679958265566,132.70679958265566,316.70679958265566
55,2081.134361446533,447.134361446533,343.134361446533,133.13436144653295,317.134361446533
56,2081.5593098960444,447.55930989604417,343.55930989604417,133.55930989604417,317.55930989604417
57,2081.9816024366983,447.9816024366985,343.9816024366985,133.98160243669847,317.9816024366985
58,2082.4011968395935,448.4011968395937,344.4011968395937,134.40119683959367,318.4011968395937
59,2082.8180511456394,448.8180511456392,344.8180511456392,134.81805114563917,318.8180511456392
60,2083.2321236697517,449.2321236697518,345.2321236697518,135.23212366975176,319.2321236697518
61,2083.643373005024,449.64337300502405,345.64337300502405,135.64337300502407,319.64337300502405
62,2084.051758026865,450.05175802686523,346.05175802686523,136.05175802686526,320.05175802686523
63,2084.4572378971134,450.4572378971135,346.4572378971135,136.4572378971135,320.4572378971135
64,2084.8597720681196,450.8597720681196,346.8597720681196,136.8597720681196,320.8597720681196
65,2085.259320286802,451.259320286802,347.259320286802,137.25932028680197,321.259320286802
66,2085.655842598672,451.6558425986717,347.6558425986717,137.65584259867168,321.6558425986717
67,2086.049299351828,452.049299351828,348.049299351828,138.04929935182798,322.049299351828
68,2086.4396512009234,452.43965120092344,348.43965120092344,138.43965120092344,322.43965120092344
69,2086.826859111098,452.82685911109843,348.82685911109843,138.8268591110984,322.82685911109843
70,2087.2108843618844,453.21088436188455,349.21088436188455,139.21088436188455,323.21088436188455
71,2087.591688551077,453.5916885510768,349.5916885510768,139.59168855107683,323.5916885510768
72,2087.9692335985737,453.9692335985736,349.9692335985736,139.96923359857365,323.9692335985736
73,2088.3434817501848,454.3434817501849,350.3434817501849,140.34348175018488,324.3434817501849
74,2088.714395581407,454.71439558140725,350.71439558140725,140.71439558140725,324.71439558140725
